title,text,subject,date,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,label
‘NAFTA BOY’ BILL CLINTON HECKLED At Detroit Labor Day Parade [Video], ,politics,"Sep 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CLINTON’S EPIC LABOR DAY COUGH ATTACK: Hillary Coughs Up A Lung During Speech And On Campaign Plane [Video],A CLOSER LOOK   PLEASE LISTEN TO THE WAY SHE SPINS TRUMP S WORDS RIDICULOUS!AND THEN ON THE PLANE! SHE HAD TO STOP SPEAKING AND LEAVE THE PRESS:,politics,"Sep 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BOOM! Woman Tries To Steal TRUMP Signs BUT This Guy Was Ready For Her! [Video], ,politics,"Sep 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
WHILE #UnFitHillary Rests And Parties With Donors…Key Swing State Polls Show Trump’s HARD WORK Is Paying Off,"Wow! These are not good numbers for Hillary in states where Democrats have been winning for decades!Heading to Youngstown, Ohio now- some great polls. #AmericaFirst pic.twitter.com/cGwDLSOFUt  Donald J. Trump (@realDonaldTrump) September 5, 2016",politics,"Sep 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HAPPY LABOR DAY! 5 STUNNING FACTS: How Obama Family Has Taken Full Advantage Of Everyday Working Americans,"Happy Labor Day! Today is a day to celebrate working Americans and the contribution they make to our nation and to its prosperity. It s also a great time to consider what Obama has done to help Americans get jobs, improve wages, and to improve their living conditions. Have you ever wondered how much time off the average American takes for a family vacation as compared to Obama, or how much time they spend on the golf course? How much does the average American, who can actually afford to take a family vacation spend? How does the average American senior who s paid taxes their entire lives fare next to Michelle s 5-star, American taxpayer funded mom?A record 94,708,000 Americans were not in the labor force in May, 2016   664,000 more than in April   and the labor force participation rate dropped two-tenths of a point to 62.6 percent, near its 38-year low, according to the Labor Department s Bureau of Labor Statistics.When President Obama took office in January 2009, 80,529,000 Americans were not participating in the labor force; since then, 14,179,000 Americans have left the workforce   some of them retiring and some just quitting because they can t find work. By almost every economic measure, America is better off than when I came here at the beginning of my presidency,  President Obama told the people of Elkhart, Indiana in June, 2016.  We cut unemployment in half, years before a lot of economists thought we would. While the unemployment rate in May dropped to 4.7 percent, BLS reported, less than half of its Obama-era high of 10 percent in October 2009, the labor force participation rate overall, has deteriorated over Obama s two terms.FIVE FUN LABOR DAY FACTS 1) OBAMA S NET WORTH SINCE 2007:Barack and Michelle Obama s net-worth has risen 438% since Obama decided to run for office. Apparently, being a public servant and an oppressed First Lady pays big dividends.According to financial disclosure reports, President Obama has an estimated net worth of $7 million dollars.Since he was worth $1.3 million in 2007, that makes the millionaire 438% more wealthy than when he first ran for office.EVERYDAY AMERICANS:The average American income in 2015 was $53,657. Americans didn t get a raise last year. In fact, they haven t gotten one in years.The typical American family income was $53,657 in 2014, barely changed from $54,462 a year earlier, the U.S. Census Bureau reported Wednesday.What s worse   it s far below the peak set in 1999. That s a major reason why so many Americans are still gloomy about the economy six years into the recovery.2) OBAMA VACATIONS:Obama took an average of 21.5 vacations days per year in his first four years as president.Judicial Watch did a little digging on the travel costs of Obama s vacation on the West Coast back in October and found in the process that Obama has now racked up OVER $73 MILLION in travel expenses in his 7 years as president.Though some of the expenses incurred while fundraising are supposed to be reimbursed by political parties and campaigns,  only a small portion  of the president s travel costs are actually repaid, and, unsurprisingly, the White House  keeps the formula for such cost-sharing secret. Perhaps most depressing about the president s exorbitant travel expenses is that those figures do not even present the full cost of his spending on vacations, which inevitably include huge security, room and board, and entertainment (think golf) expenses.As for his West Coast fundraising jaunts, Obama used the trip as a way to promote his gun control agenda, party with Kanye West, and hit up Hollywood elites for big-dollar donations. Oh yeah, and he briefly squeezed in a visit with the families of victims of the San Bernardino terror attack that took the lives of 14.AVERAGE EVERYDAY AMERICAN:Private-industry workers in the United States who have at least 20 years on the job get an average of 19 days of paid vacation per year.According to American Express, the average vacation expense per person in the United States is $1,145, or $4,580 for a family of four. More than half of Americans, 56%, have not taken a vacation in the last year, according to the insurance company Allianz Global Assistance. That s equivalent to 135 million people. The survey defined vacation as a week off from work during which those surveyed travelled at least 100 miles away from home.Another survey of 1,005 Americans, conducted last year by Skift, found that just 15% of Americans planned to take a real vacation in 2014. That same survey found that 33% of Americans couldn t afford a vacation, 30% were too busy and that 22% were going to take a short vacation over a summer weekend.3) OBAMA S LEISURE TIME:Barack Obama has played over 300 rounds of golf, or an average of over 40 rounds per year since he took office in 2008.EVERYDAY AMERICAN:The National Golf Foundation identifies core golfers  in America as those who play an average of eight rounds per year.4). OBAMA AND MICHELLE S LUXURIOUS TAXPAYER FUNDED 5-STAR EXISTENCE:Since the beginning of Barack Obama s administration, the Obamas have become increasingly notorious for unnecessary, luxurious travel, under the guise of official business.According to records obtained by Judicial Watch through FOIA requests and subsequent lawsuits, the Obamas and Bidens have spent millions of taxpayer dollars on trips, beginning with the Obamas  much-publicized New York City  date night  in 2009 up through the president s most frequent golf outings and the first lady s Aspen ski jaunts.Judicial Watch uncovered an expensive combination of trips by the Obamas to Africa and Honolulu, which cost taxpayers $15,885,585.30 in flight expenses alone. The single largest prior known expense for accommodations was for Michelle Obama s side-trip to Dublin, Ireland, during the 2013 G-8 conference in Belfast, when she and her entourage booked 30 rooms at the five-star Shelbourne Hotel, and where she stayed in the 1500 square-foot Princess Grace suite at a cost of $3,500 a night.The total cost to taxpayers for the Obamas  Ireland trip was $7,921,638.66. To date, the known beyond-first-class travel expenses of the Obamas and Vice President Joe Biden exceed $57 million.In February, Michelle Obama took a weekend trip to Aspen, Colorado that cost taxpayers a pretty penny; $57,068.80 in travel expenses alone for the 7.4 hour-round trip flight, according to U.S.Air Force records.5) THE ULTIMATE 5-STAR, TAXPAYER FUNDED OBAMA FAMILY FREE-LOADER:Michelle Obama s mother, Marian Robinson, has been living like a queen ever since her daughter moved into the White House. Just take a look at all of the vacations you ve paid for her to take as an extended member of the First Family:Tagging along with the First Family doesn t come cheap, but of course, Robinson isn t the one footing the bill. That responsibility lands squarely on the shoulders of hard-working taxpayers like you and me.So why are we saddled with this extra expense at a time when the American taxpayer is already so burdened by an out-of-control national deficit? According to the Washington Examiner, it s because Robinson  cares for her grandchildren in the White House. Really???The Obama girls are certainly old enough to care for themselves. At the very least, they do not need a glorified nanny to accompany them around the world, costing millions of extra dollars in travel expenses. Malia is preparing to start college; she s definitely too old for a babysitter.Perhaps the Obamas are not breaking any laws by ensuring that Marian Robinson gets to live the high life during their years in the White House, but they are being incredibly insensitive, which honestly, we have come to expect from the self-indulgent family. After all, the First Lady is embarking on her third vacation in as many months in just a couple weeks.EVERYDAY AMERICAN:The average American retiree (or those 65 and older) is spending about $3,600 per month   or about $43,600 per year. Using the 4% rule, that would mean a nest egg of over $1 million would be needed to finance the  average  lifestyle.More and more Americans over the age of 65 are struggling with mounting debt levels, fueled primarily by mortgages and credit cards. The average debt held by senior citizens has ballooned to $50,000 in 2010, up 83% since 2001, according to Federal Reserve data crunched by the Employee Benefit Research Institute.Much of this is due to an increase in housing-related debt. Families headed by someone at least 60 years old had the largest increase in average mortgage debt, in terms of percentage, between 2000 and 2012, according to the St. Louis Federal Reserve.Of course, Marian doesn t have to worry about housing, food or 5-star vacation costs. She was quietly moved into the taxpayer funded White House in 2008 under the guise of a  nanny  for the Obama girls. She has somehow managed to continue living on the tax-payer dime without any media scrutiny. Even though the oldest Obama daughter is now in college and the youngest daughter is perfectly capable of brushing her own teeth, taxpayer funded granny has enjoyed a lifestyle that 99% of American seniors can only dream about. The king and Queen of extravagant vacations, free-loading grannies and golf and will be gone in 4 months and the only thing we ll have to show for it is a multi-million dollar tab.Work harder America the Obama s lived it up on our dime and now we have a massive tab to pay.Happy Labor Day!",politics,"Sep 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
OBAMA DEFENDS KAEPERNICK’S Decision to Disrespect American Flag: “He’s generated more interest in something that needs to be talked about”,"When Obama had the opportunity to speak out against 49er s quarterback Colin Kaepernick s disrespect for our flag, he chose instead to defend his actions, explaining that it was okay for him to sit out the national anthem, as long as he was bringing attention to the cop-hating/killing, divisive Black Lives Matter terror group President Obama said San Francisco 49ers quarterback Colin Kaepernick is  exercising his constitutional right  to sit out the national anthem, but the president acknowledged that the silent protest is a  tough thing  for military service members to accept.At a news conference in China on Monday, the president said he did not doubt Kaepernick s sincerity in his decision not to stand for the anthem ahead of games to protest the treatment of African Americans by law enforcement in U.S. cities. Obama noted a  long history  of sports figures protesting political or social issues. There are a lot of ways you can do it,  Obama said after the G-20 summit here.  As a general matter when it comes to the flag and the national anthem and the meaning that holds for our men and women in uniform and those who fought for us   that is a tough thing for them to get past to then hear what his deeper concerns are. But I don t doubt his sincerity. I think he cares about some real, legitimate issues that have to be talked about. If nothing else, he s generated more conversation about issues that have to be talked about. Obama said he has not closely followed the controversy surrounding Kaepernick s actions while he has been overseas, but he said he was aware of the public response, which has been sharply divided. The president has sought to balance his own response to the unrest and mistrust between African Americans and police officers over the past several years, including in Baton Rouge and Dallas this year. You ve heard me talk in the past about the need for us to have an active citizenry,  Obama said.  Sometimes that s messy and controversial and gets people angry and frustrated. But I d rather have young people that are engaged in the argument and trying to think through how they can be part of our democratic process than people just sitting on the sidelines not participating at all. My suspicion is that over time he s going to refine how he thinks about it. Maybe some of his critics will start seeing that he had a point about concerns about justice and equality. That s how we move forward.    Washington Post",politics,"Sep 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"GARY JOHNSON: Meet The “Creepy” Pro-Amnesty, Anti-Gun, Pro-TPP, Pro-Abortion, Democrat Party Operative And His Anti-Gun Rights, Friend Of Clinton’s VP Pick [VIDEO]","For anyone who believes they re more CONSERVATIVE than the average Trump supporter because they re planning to vote for Libertarian candidate Gary Johnson and his running mate, former Governor Bill Weld you may want to re-think your  conservative  position. It turns out, you re really just voting for another Barack Obama without the race card to fall back on or Hillary without the criminal background Libertarians should be allergic to power grabs by the executive for the obvious reason that they lend themselves to concentrated authority and (usually) bigger government. If you want to slow the state down, a robust, sharply divided Congress that jealously guards its constitutional prerogatives from the president should be your ideal   even in cases where the executive happens to be acting towards an end you deem salutary. In this year of all years, admirers of Obama s various forms of overreach should be thinking hard about how President Trump might build on his precedents. To a constitutionalist, which most mainstream libertarians claim to be, all of this is second nature.Is Gary Johnson a constitutionalist?THRUSH: How about Obama s executive order, which was decried as being a great constitutional violation by the Republicans, Obama s executive order on immigration. Did you consider that to be a violation or did you consider that a reasonable use of targeted executive power?MR. JOHNSON: I saw it as a reasonable use, challenging Congress to action. And an untold story with regard to Obama and immigration is he s broken up 3 million families. He has deported 3 million heads of households that have gone back to Mexico and their families have remained in the United States.If Obama issued an executive order to the IRS demanding that they collect 10 percent more in tax from individuals than the Internal Revenue Code provides, would Johnson deem that legal? What if the order instructed the agency to collect 10 percent less tax? Would his opinion of its legality change? Because it shouldn t. Bear in mind, Obama s 2014  DAPA  amnesty has already been blocked by a preliminary injunction that was upheld on review by the Fifth Circuit so Johnson had plenty of legal cover here to say that he s troubled by Obama s procedural approach despite the fact that he happens to agree with the policy ends. Instead he seems to endorse the bizarre legal theory pushed by some leftists that if Congress isn t moving quickly enough for the president s taste in enacting a policy he supports, he can go ahead and  challenge  them by enacting it himself and leaving it to Congress to overrule him if they feel strongly to the contrary. How the hell does a libertarian arrive at that model of government? The president does what he wants, and then it falls to the people s representatives to try to muster a two-thirds majority to override his policy? What?   HotAirHere is Gary Johnson in 2 minutes:Gary Johnson s running mate, Bill Weld wants all firearms that have five rounds or more banned.The NYT s reported on gun-grabber Governor Bill Weld here:Watch Gary Johnson s running mate former Governor Bill Weld endorsing Barack Obama. The most stunning part of the entire interview with MSNBC s Chris Matthews is when he calls radical leftist Barack Obama a  Once in a lifetime talent. Here s a fun fact uncovered by Newsweek: Weld has been friends with both Hillary and Bill Clinton for quite some time. According to Newsweek, Weld and Hillary both worked together on the House impeachment committee in 1974 and almost worked for Bill during Bill s presidency in 1997. Weld has also gone on to say that he does not believe Hillary is in the wrong or should be punished for her emails. Some experts worry that his closeness to the Clintons could be a problem other Libertarians. Weld was also chosen as Bill Clinton s ambassador to Mexico before he withdrew after being denied a hearing by the Chairman of the Senate Foreign Relations Committee Sen. Jesse Helms. ",politics,"Sep 4, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CNN PANEL ROARS WITH LAUGHTER At Tim Kaine’s Lame Defense Of Clinton Not Holding A Press Conference [Video], ,politics,"Sep 4, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LAUGHABLE: Clinton Press Secretary Gives Conditions Under Which She Will Give A Press Conference,"From the ABC News report:Hillary Clinton  Will Hold Press Conferences  as President, Press Secretary VowsIt s been 272 days since Hillary Clinton s last press conference. But Clinton s lead press secretary, Brian Fallon, vowed that if elected,  Hillary Clinton will hold press conferences. But the frequency of them is something that would just play out as time went on,  he added.On this week s  Powerhouse Politics  podcast, Fallon promised greater interaction between Clinton and the press on the campaign trail and said he expects the Democratic nominee to hold a press conference soon. The amount of interaction can only go up,  he said, noting that the traveling press will soon be flying with Clinton on her new campaign plane. I m sure that will bring with it a lot of opportunities for additional access to the candidate and interactions between her and the traveling press corps that covers her every day,  Fallon told ABC News  chief White House correspondent Jonathan Karl, and political director Rick Klein on the podcast. We are very respectful of the press and the job that they have to do,  Fallon continued.  We have done a lot of interviews, but I know that no matter how many questions we answer in a variety of formats, it is the press s job to always demand more access. We respect that, and so we re going to seek further ways to accommodate that in the remaining months of the campaign. Read more: ABC",politics,"Sep 4, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HILLARY’S #UNFIT TO SERVE…And Her Cover-Up Is Imploding! [VIDEO],"Wow! This video really shows how the media covers for Hillary, while reminding us of their constant obsession over John McCain s health when he ran for President in 2008. Hillary is not well that s pretty clear from watching her very strange and confused behavior of late. The question is how sick is she, and will she even survive the remainder of this grueling campaign season?",politics,"Sep 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HILLARY IS FURIOUS OVER EMAIL HACKS…Openly Threatens War With Russia…Media Is SILENT [VIDEO],But the media s concerned Trump is the threat to our national security with his  reckless words.  LOL!Watch #UnFitHillary threaten Russia here:,politics,"Sep 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
POLICE UNION Threatens 49er’s With BOYCOTT: TAKE ACTION Against Bench-Warmer Kaepernick’s “Inappropriate Behavior” Or We May Choose To “Not Work At Your Facilities”,"Dear San Francisco Police Union: We wanted you to know that if you decide to boycott the 49er s, America supports you 100%. If the 49er s are unable to speak out against this sickening bench-warmers anti-american,and anti-law enforcement antics, they can figure out how to protect themselves at their next home game. Maybe they could ask the Black Panthers or Black Lives Matter thugs to patrol the stadium I m sure the fans would love that idea LOL!The union for police officers who work San Francisco home games says its members may boycott policing the stadium if the 49ers don t discipline Colin Kaepernick for refusing to stand during the national anthem and for his statements about law enforcement.A letter from the Santa Clara Police Officers Association sent to the 49ers was obtained Friday by KNTV-TV, the NBC affiliate in San Jose.It says that Kaepernick s protest has  threatened our harmonious working relationship  with the 49ers. About 70 officers from the Santa Clara Police Department patrol Levi s Stadium when the 49ers play there. If the 49ers organization fails to take action to stop this type of inappropriate behavior it could result in police officers choosing not to work at your facilities,  the letter reads.  The board of directors of the Santa Clara Police Officer s Association has a duty to protect its members and work to make all of their working environments free of harassing behavior. It also criticized what it called anti-police statements made by Kaepernick, calling them  insulting, inaccurate and completely unsupported by any facts.    ABC News",politics,"Sep 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BLACK LEADER CALLS ON BLACK CAUCUS MEMBERS TO RESIGN: Praises Trump’s Visit To Detroit [video], ,politics,"Sep 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AMERICAN UNIVERSITY HIRES Former Islamic Terror Recruiter: “I trust him” [VIDEO],"9-11 is a distant memory for liberals George Washington University has hired a former Islamic extremist to work at its center on homeland security   a man who once denounced the United States and made threats against the creators of the TV series  South Park  for depicting the Prophet Muhammad in a bear suit.While reformed extremists have worked at universities in Europe to help fight terrorism, this is believed to be a first in the United States.Jesse Morton, who was known as Younus Abdullah Muhammad when he was a recruiter for the al-Qaeda, brings a  unique perspective  to counter-terrorism work, said Seamus Hughes, deputy director of the Program on Extremism at George Washington University s Center for Cyber & Homeland Security .Watch Younus Abdullah Muhammad here:During his days as an extremist, Morton earned a master s degree in international affairs from Columbia University.Hughes said before making the hiring decision, he discussed Morton with the FBI, leaders in the security community and the lawyers that prosecuted Morton.He said he s sure Morton is completely reformed from the days he served time in federal prison after inciting people to join a terrorist organization. I trust him,  he said.  We did our due diligence. Nadia Oweidat, a fellow at the think tank New America who s interviewed dozens of former extremists, said she doesn t doubt Morton s sincerity. People go through phases. They evolve and are finally able to see the light,  she said.She doesn t think Morton made up his de-radicalization to get a shorter prison sentence. When an extremist defects, they risk being completely targeted by their community   it s like saying you re gay publicly,  she said.  There are life-altering consequences and you don t approach it lightly. She said other organizations should also recruit former extremists in the hopes of preventing future massacres such as the San Bernardino shooting or the November terror attack in Paris, both committed by radicalized Islamists.   CNN",politics,"Sep 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
RED FLAG IN CLINTON’S FBI INTERVIEW Shocks Former Prosecutor Andrew McCarthy,"Finally, something else about those lawyers. I nearly fell out of my chair upon reading the very first paragraph of the notes of Clinton s interview, which identifies the lawyers for Clinton who were permitted to be present for the interview. Among them is Cheryl Mills, Clinton s longtime confidant and chief-of-staff at the State Department.Readers may recall that I suggested back in May that  the fix  was in in the investigation of the Clinton emails. The reason was that the Justice Department was allowing Cheryl Mills   a witness, if not a subject, of the investigation   to invoke attorney-client privilege on behalf of Mrs. Clinton in order to thwart the FBI s attempt to inquire into the procedure used to produce Clinton s emails to the State Department. Mills was a participant in that procedure   and it is the procedure in which, we now know, well over 30,000 emails were attempted to be destroyed, including several thousand that contained government-related business.When she worked for Clinton at State, Mills was not acting in the capacity of a lawyer   not for then-Secretary Clinton and not for the State Department. Moreover, as Clinton s chief-of-staff, Mills was intimately involved in issues related to Clinton s private email set up, the discussions about getting her a secure BlackBerry similar to President Obama s, and questions that were raised (including in FOIA requests) about Clinton s communications.That is to say, Mills was an actor in the facts that were under criminal investigation by the FBI. Put aside that she was not Mrs. Clinton s lawyer while working for the State Department; as I explained in the May column, Mills, after leaving the State Department, was barred by ethical rules from acting as Mrs. Clinton s lawyer  in connection with a matter in which the lawyer participated personally and substantially as a public officer or employee. There is no way Mills should have been permitted to participate as a lawyer in the process of producing Clinton s emails to the State Department nearly two years after they d both left.I thought it was astonishing that the Justice Department indulged her attorney-client privilege claim, which frustrated the FBI s ability to question her on a key aspect of the investigation. But it is simply unbelievable to find her turning up at Mrs. Clinton s interview   participating in the capacity of a lawyer under circumstances where Clinton was being investigated over matters in which Mills participated as a non-lawyer government official.FLASHBACK: REMEMBER WHEN CHERYL MILLS WALKED OUT OF FBI MEETING: Read more: NRO",politics,"Sep 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
